Show Number, Air Date, Round, Category, Value, Question, Answer,,,
6230,10/21/2011,Final Jeopardy!,CHILDREN'S LITERATURE,None,"In the original 1883 work, this title character kills a talking cricket, has his feet burned off & nearly starves",Pinocchio,,,
6196,7/18/2011,Jeopardy!,FRENCH COMPOSERS,$200 ,"This composer died on June 3, 1875, exactly 3 months after his ""Carmen"" premiered",Bizet,,,
6196,7/18/2011,Jeopardy!,TV CAREER MOVES,$200 ,"This ""Friends"" star left the ""Dirt"" behind & moved on up to ""Cougar Town""",Courteney Cox,,,
6196,7/18/2011,Jeopardy!,COMMON BOND CUISINE,$200 ,"Cobb, chef's, Waldorf",salad,,,
6196,7/18/2011,Jeopardy!,COUNTRIES' CURRENCIES,$200 ,"Like Mexico, the Philippines uses this as its basic monetary unit",the peso,,,
6196,7/18/2011,Jeopardy!,AT HOME WITH A GOOD BOOK,$200 ,"Twelve oaks, the Wilkes family plantation",Gone with the Wind,,,
6196,7/18/2011,Jeopardy!,"""EARS"" TO YOU",$200 ,Lances & pikes are types of these,spears,,,
6196,7/18/2011,Jeopardy!,FRENCH COMPOSERS,$400 ,"Many of Francois Couperin's works were written for this old keyboard instrument, including 27 suites",a harpsichord,,,
6196,7/18/2011,Jeopardy!,TV CAREER MOVES,$400 ,"""Mad Men"" enthusiasts should know that Elisabeth Moss was Zoey Bartlet for seven years on this series",The West Wing,,,
6196,7/18/2011,Jeopardy!,COMMON BOND CUISINE,$400 ,"Short, baby back, St. Louis style",ribs,,,
6196,7/18/2011,Jeopardy!,COUNTRIES' CURRENCIES,$400 ,"(<a href=""http://www.j-archive.com/media/2011-07-18_J_10.jpg"" target=""_blank"">Kelly of the Clue Crew presents the clue from Sydney, Australia.</a>)  Australia was the first country to start making bills out of this.  They improve security and last much longer than paper bills, if you don't spend them.",plastic,,,
6196,7/18/2011,Jeopardy!,AT HOME WITH A GOOD BOOK,$400 ,"The Slopes, the estate of the Stoke-d'Urbervilles",Tess of the d'Urbervilles,,,
6196,7/18/2011,Jeopardy!,"""EARS"" TO YOU",$400 ,Retail giant founded in 1893,Sears,,,
6196,7/18/2011,Jeopardy!,FRENCH COMPOSERS,$600 ,"Although his ""Clair De Lune"" is often performed as a separate piece, it's actually the third movement in ""Suite Bergamasque""",Debussey,,,
6196,7/18/2011,Jeopardy!,TV CAREER MOVES,$600 ,"After playing Marissa on ""The O.C."". this waifish gal strutted her stuff as a model on ""The Beautiful Life""",Mischa Barton,,,
6196,7/18/2011,Jeopardy!,COMMON BOND CUISINE,$600 ,"White, thin crust, deep-dish",pizza,,,
6196,7/18/2011,Jeopardy!,COUNTRIES' CURRENCIES,$600 ,It's the currency in common to India & Sri Lanka,the rupee,,,
6196,7/18/2011,Jeopardy!,AT HOME WITH A GOOD BOOK,$600 ,"Mr. Rochester's Thornfield Hall, burned down by the insane Bertha Mason",Jane Eyre,,,
6196,7/18/2011,Jeopardy!,"""EARS"" TO YOU",$600 ,"Last name of Billy, mentioned in ""Sgt. Pepper's Lonely Hearts Club Band""",(Billy) Shears,,,
6196,7/18/2011,Jeopardy!,FRENCH COMPOSERS,$800 ,"Maurice Ravel's 4 of these include ""Daphnis and Chloe"", written for Diaghilev, & the original version of ""Bolero""",ballets,,,
6196,7/18/2011,Jeopardy!,TV CAREER MOVES,$800 ,"Before she was Michael Scott's crush on ""The Office"", Amy Ryan was a Baltimore port police officer on this show",The Wire,,,
6196,7/18/2011,Jeopardy!,COMMON BOND CUISINE,$800 ,"Albondigas, Swedish, sweet & sour",meatballs,,,
6196,7/18/2011,Jeopardy!,COUNTRIES' CURRENCIES,$800 ,"As you might guess, the lats is the basic monetary unit of this Baltic country",Latvia,,,
6196,7/18/2011,Jeopardy!,AT HOME WITH A GOOD BOOK,"$1,500 ","Netherfield House, let by the rich, handsome & eligible Charles Bingley",Pride & Prejudice,,,
6196,7/18/2011,Jeopardy!,"""EARS"" TO YOU",$800 ,To be behind in the payment of a debt is to be in this,arrears,,,
6196,7/18/2011,Jeopardy!,FRENCH COMPOSERS,"$1,000 ","This ""Symphonie Fantastique"" composer was given 20,000 francs by Paganini, who declared him a musical genius",(Hector) Berlioz,,,
6196,7/18/2011,Jeopardy!,TV CAREER MOVES,"$1,000 ","You may remember Ron Perlman's ""beastly"" role opposite Linda Hamilton, but now he's a biker on this FX show",Sons of Anarchy,,,
6196,7/18/2011,Jeopardy!,COMMON BOND CUISINE,"$1,000 ","Plum, butterscotch, blancmange",puddings,,,
6196,7/18/2011,Jeopardy!,COUNTRIES' CURRENCIES,"$1,000 ",This country's Rand was named for a gold mining region,South Africa,,,
6196,7/18/2011,Jeopardy!,AT HOME WITH A GOOD BOOK,"$1,000 ","Manderley, which the second Mrs. de Winter dreamt she went to again",Rebecca,,,
6196,7/18/2011,Jeopardy!,"""EARS"" TO YOU","$1,000 ","Keats wrote, ""When I have"" these ""that I may cease to be""",fears,,,
6196,7/18/2011,Double Jeopardy!,WOMEN IN SCIENCE,$400 ,In 1905 biologist Nettie Stevens showed that these 2 chromosomes determine a person's sex,the X and Y chromosomes,,,
6196,7/18/2011,Double Jeopardy!,WATER CARRIERS,$400 ,"One of these channels, built to bring goods by water to Madras, India, took 76 years to finish",an canal,,,
6196,7/18/2011,Double Jeopardy!,"STARTS & ENDS WITH ""H""",$400 ,An intuitive feeling,a hunch,,,
6196,7/18/2011,Double Jeopardy!,LESLIE NIELSEN MOVIES,$400 ,"In this film, Robert Hays: ""Surely you can't be serious."" Leslie: ""I am serious...and don't call me Shirley""",Airplane!,,,
6196,7/18/2011,Double Jeopardy!,DON'T,$400 ,"Don't sign up for a cruise on this ship, Queequeg!  Only one guy is escaping to tell the tale, & it's not you!",the Pequod,,,
6196,7/18/2011,Double Jeopardy!,CALL ME SHIRLEY,$400 ,The Screen Actors Guild presented this child star with a lifetime achievement award in 2006,Shirley Temple Black,,,
6196,7/18/2011,Double Jeopardy!,WOMEN IN SCIENCE,$800 ,"Ada Yonath won a Nobel Prize ""for studies of"" this organelle, site of protein synthesis, from which RNA gets its name",a ribosome,,,
6196,7/18/2011,Double Jeopardy!,WATER CARRIERS,"$8,200 ",The 62-mile Kings River flume in California wasn't built for a theme park but to float these,logs,,,
6196,7/18/2011,Double Jeopardy!,"STARTS & ENDS WITH ""H""",$800 ,"In music it can mean ""sharp""",high,,,
6196,7/18/2011,Double Jeopardy!,LESLIE NIELSEN MOVIES,$800 ,"Offered one of these in ""The Naked Gun"", Leslie is asked, ""Cuban?"" his response: ""Dutch Irish. My father was from Wales.",a cigar,,,
6196,7/18/2011,Double Jeopardy!,DON'T,$800 ,"Faustus! Don't let Mephistopheles convince you to sign that deal with this ""bright"" chief devil! It's a trap!",Lucifer,,,
6196,7/18/2011,Double Jeopardy!,CALL ME SHIRLEY,$800 ,Dramatist James Shirley moved to Dublin in 1636 after parliament closed Britain's theaters as a precaution against this,the bubonic plague,,,
6196,7/18/2011,Double Jeopardy!,WOMEN IN SCIENCE,"$1,200 ","During the depression, this marine biologist & ecologist wrote radio scripts for the U.S. Bureau of Fisheries",Rachel Carson,,,
6196,7/18/2011,Double Jeopardy!,WATER CARRIERS,"$1,200 ","Martin Luther King hoped for righteousness to roll down ""like a mighty"" this, not quite a river",a mighty stream,,,
6196,7/18/2011,Double Jeopardy!,"STARTS & ENDS WITH ""H""","$1,200 ","To secretly devise something, like a plan for a really good door on my boat",hatch,,,
6196,7/18/2011,Double Jeopardy!,LESLIE NIELSEN MOVIES,"$1,200 ","One of Saskatchewan-born Leslie's last starring roles was in 2002's ""Men with Brooms"", about this sport",curling,,,
6196,7/18/2011,Double Jeopardy!,DON'T,"$1,200 ","Don't kill that old guy in the chariot over a little road rage, Oedipus! He's really this relation!",your father,,,
6196,7/18/2011,Double Jeopardy!,CALL ME SHIRLEY,"$1,200 ",In 1969 she became the first African-American congresswoman,(Shirley) Chisolm,,,
6196,7/18/2011,Double Jeopardy!,WOMEN IN SCIENCE,"$1,600 ","In August 1969, after 34 years, Dorothy Hodgkin identified the atomic structure of this pancreatic hormone",insulin,,,
6196,7/18/2011,Double Jeopardy!,WATER CARRIERS,"$1,600 ","In 1590 Sir Francis Drake built the 17-mile River Leat, one of these channels, bringing water to Plymouth, England",an aquaduct,,,
6196,7/18/2011,Double Jeopardy!,"STARTS & ENDS WITH ""H""","$5,800 ",The first ordinal number that fits the bill,hundredth,,,
6196,7/18/2011,Double Jeopardy!,LESLIE NIELSEN MOVIES,"$1,600 ",Leslie was captain of the ship in this 1972 disaster movie--no wonder things turned upside down!,The Poseidon Adventure,,,
6196,7/18/2011,Double Jeopardy!,DON'T,"$1,600 ",Jason! Don't leave this wife to marry king Creon's daughter! Think of the children!,Medea,,,
6196,7/18/2011,Double Jeopardy!,CALL ME SHIRLEY,"$1,600 ","Shirley Verrett, best known as one of these, was dubbed ""la nera Callas"" by enamored Italians",an opera singer,,,
6196,7/18/2011,Double Jeopardy!,WOMEN IN SCIENCE,"$2,000 ","Rosa Smith Eigenmann, discoverer of the blind goby, was the first important woman in this -ology",ichthyology,,,
6196,7/18/2011,Double Jeopardy!,WATER CARRIERS,"$2,000 ","In the 1950s <a href=""http://www.j-archive.com/media/2011-07-18_DJ_18.jpg"" target=""_blank"">this</a> project opened up a 2,300-mile system of waterways",the Saint Lawrence Seaway project,,,
6196,7/18/2011,Double Jeopardy!,"STARTS & ENDS WITH ""H""","$2,000 ","""Love is not a victory march"" is a line in this oft-covered Leonard Cohen tune","""Hallaujah""",,,
6196,7/18/2011,Double Jeopardy!,LESLIE NIELSEN MOVIES,"$2,000 ","Leslie starred opposite Anne Francis & Robby the Robot in this 1956 sci-fi classic based on ""The Tempest""",Forbidden Planet,,,
6196,7/18/2011,Double Jeopardy!,DON'T,"$2,000 ","Don't drink that poison, Romeo! This friar is on his way to tell you Juliet isn't really dead!",Friar Lawrence,,,
6196,7/18/2011,Double Jeopardy!,CALL ME SHIRLEY,"$2,000 ","Her ""The Haunting of Hill House"" is considered a treasure of Gothic horror literature",Shirley Jackson,,,
6196,7/18/2011,Final Jeopardy!,WORLD GEOGRAPHY,None,"Of the 4 largest Asian countries in area, it's the only one that borders the other 3",China,,,
6260,12/2/2011,Jeopardy!,THE GREAT AMERICAN NOVEL,$200 ,"A 9-letter word for one who attends a film, or the title of a 1961 prize-winning novel by Walker Percy",moviegoer,,,
6260,12/2/2011,Jeopardy!,MIDDLE INITIAL C.,$200 ,He began his retail career managing several Golden Rule stores & in 1913 formed his own chain,J.C. Penney,,,
6260,12/2/2011,Jeopardy!,GOING NATIONAL,$200 ,Heel & cigar,Cuban,,,
6260,12/2/2011,Jeopardy!,SHADES OF GRAY,$200 ,"An elderly lady in a gray dress haunts Frankfort's Liberty Hall, once home to this state's first U.S. Senator",Kentucky,,,
6260,12/2/2011,Jeopardy!,E-I-O,$200 ,The supervisor of a department of a newspaper,the editor,,,
6260,12/2/2011,Jeopardy!,WALT DISNEY,$200 ,"Too young to enlist in World War I, Walt signed up with the Red Cross instead & drove an ambulance--one of <a href=""http://www.j-archive.com/media/2011-12-02_J_10.jpg"" target=""_blank"">these</a> Fords",a Model T,,,
6260,12/2/2011,Jeopardy!,THE GREAT AMERICAN NOVEL,$400 ,"In 1870s New York society, Newland Archer falls in love with Ellen Olenska in this novel",The Age of Innocence,,,
6260,12/2/2011,Jeopardy!,MIDDLE INITIAL C.,$400 ,"In ""Talladega Nights"", he plays Cal Naughton Jr., friend & fellow racer of Ricky Bobby",John C. Reilly,,,
6260,12/2/2011,Jeopardy!,GOING NATIONAL,$400 ,Guard & chard,Swiss,,,
6260,12/2/2011,Jeopardy!,SHADES OF GRAY,$400 ,"The Gray Lady of Scotland's Glamis Castle is said to be Lady Douglas, an accused witch who met this fiery fate",burning at the stake,,,
6260,12/2/2011,Jeopardy!,E-I-O,$400 ,We proclaim this word means the act of freeing a slave from bondage,emancipation,,,
6260,12/2/2011,Jeopardy!,WALT DISNEY,$400 ,"At his wife's urging, Walt's mouse went from Mortimer to Mickey & starred in this cartoon, whose art is seen <a href=""http://www.j-archive.com/media/2011-12-02_J_11.jpg"" target=""_blank"">here</a>",Steamboat Willie,,,
6260,12/2/2011,Jeopardy!,THE GREAT AMERICAN NOVEL,$600 ,"In this Hemingway novel, Robert Jordan, a young U.S. professor, serves as a dynamiter in the Spanish Civil War",For Whom the Bell Tolls,,,
6260,12/2/2011,Jeopardy!,MIDDLE INITIAL C.,$600 ,"This author of the 1956 sci-fi novel ""The City and the Stars"" was knighted by Queen Elizabeth II in 1998",Arthur C. Clarke,,,
6260,12/2/2011,Jeopardy!,GOING NATIONAL,$600 ,Linen & potato,Ireland,,,
6260,12/2/2011,Jeopardy!,SHADES OF GRAY,$600 ,A mysterious Gray Lady is said to frequent the children's reading room of this public building in Willard Indiana,a library,,,
6260,12/2/2011,Jeopardy!,E-I-O,$600 ,It's the fifth letter of the Greek alphabet,epsilon,,,
6260,12/2/2011,Jeopardy!,WALT DISNEY,$600 ,"Walt has <a href=""http://www.j-archive.com/media/2011-12-02_J_01.jpg"" target=""_blank"">more Oscars</a> than anyone else in history, including the unique one for this 1937 classic",Snow White and the Seven Dwarfs,,,
6260,12/2/2011,Jeopardy!,THE GREAT AMERICAN NOVEL,$800 ,"The title of his 1959 novel ""The Mansion"" refers to the de Spain home in Jefferson, Mississippi",(William) Faulkner,,,
6260,12/2/2011,Jeopardy!,MIDDLE INITIAL C.,$800 ,"A 5-star general & Defense Secretary, in 1953 he became the first career military man to receive the Nobel Peace Prize",Gen. George C. Marshall,,,
6260,12/2/2011,Jeopardy!,GOING NATIONAL,$800 ,Auction & courage,Dutch,,,
6260,12/2/2011,Jeopardy!,SHADES OF GRAY,$800 ,Brodick Castle's Gray Lady is said to be a woman who was locked in the dungeon because she carried this deadly disease,the plague,,,
6260,12/2/2011,Jeopardy!,E-I-O,$800 ,"This adjective sometimes found before ""latex paint"" is from the Latin for ""outside""",exterior,,,
6260,12/2/2011,Jeopardy!,WALT DISNEY,$800 ,"Walt pushed boundaries in <a href=""http://www.j-archive.com/media/2011-12-02_J_03.jpg"" target=""_blank"">this</a> film, using abstract art, classical music, & characters like Hyacinth Hippo & Ben Ali Gator",Fantasia,,,
6260,12/2/2011,Jeopardy!,THE GREAT AMERICAN NOVEL,"$1,000 ",Chester Gillette's murder of his pregnant girlfriend inspired this 1925 Thodore Dreiser novel,An American Tragedy,,,
6260,12/2/2011,Jeopardy!,MIDDLE INITIAL C.,"$1,000 ","This South Carolinian was known as the ""Great Nullifier"" for his view that states could reject natl. laws",(John C.) Calhoun,,,
6260,12/2/2011,Jeopardy!,GOING NATIONAL,$800 ,Bean beetle & beaded lizard,Mexican,,,
6260,12/2/2011,Jeopardy!,SHADES OF GRAY,"$1,000 ",A Gray Lady is said to haunt this African country's castle of Goede Hoop,South Africa,,,
6260,12/2/2011,Jeopardy!,E-I-O,"$1,000 ",This synonym for spying was the name of a 1917 wartime Act of Congress,espionage,,,
6260,12/2/2011,Jeopardy!,WALT DISNEY,"$1,000 ","An artist at Disney Studios designed <a href=""http://www.j-archive.com/media/2011-12-02_J_04.jpg"" target=""_blank"">a</a> <a href=""http://www.j-archive.com/media/2011-12-02_J_04a.jpg"" target=""_blank"">torch</a> for the 1960 winter Olympics that were held in this California valley",Squaw Valley,,,
6260,12/2/2011,Double Jeopardy!,YOU'RE AN ANIMAL!,$400 ,This marsh-dwellling rodent is named for its odor,a muskrat,,,
6260,12/2/2011,Double Jeopardy!,"WHAT'S ON ""TAP""?",$400 ,In 2006 a civil rights group sued the NSA over its program to allow this without a warrant,wiretapping,,,
6260,12/2/2011,Double Jeopardy!,VICE PRESIDENTS,$400 ,"While still vice president, he wrote the 1987 autobiography ""Looking Forward""",George Herbert Walker Bush,,,
6260,12/2/2011,Double Jeopardy!,NUTRITIONAL SUPPLEMENTS,$400 ,"Nutritionally, EPA isn't an agency but one of these fatty acids from fish oils, thought to lower blood pressure",an omega-3,,,
6260,12/2/2011,Double Jeopardy!,ROCK'S FRONTMEN & WOMEN,$400 ,Steven Tyler,Aerosmith,,,
6260,12/2/2011,Double Jeopardy!,YOU'RE AN ANIMAL!,$800 ,"Quoth the Bible, Noah released 2 birds from the Ark to test for dry land, a dove & one of these",a raven,,,
6260,12/2/2011,Double Jeopardy!,"WHAT'S ON ""TAP""?",$800 ,This starch that's obtained from the cassava plant is used in puddings,tapioca,,,
6260,12/2/2011,Double Jeopardy!,VICE PRESIDENTS,$800 ,"On Jan. 20, 1977 he became the first veep to reside in the Admiral's House at the U.S. Naval Observatory",Walter Mondale,,,
6260,12/2/2011,Double Jeopardy!,NUTRITIONAL SUPPLEMENTS,$800 ,This spice from the bark of a tree is good on toast; some studies say it may lower blood sugar in people with diabetes,cinnamon,,,
6260,12/2/2011,Double Jeopardy!,ROCK'S FRONTMEN & WOMEN,$800 ,Debbie Harry,Blondie,,,
6260,12/2/2011,Double Jeopardy!,THE U.S. ARMY CORPS OF ENGINEERS,$800 ,The levees USACE is building in the New Orleans area will use enough clay to fill 12 of this local structure opened in 1975,the Superdome,,,
6260,12/2/2011,Double Jeopardy!,YOU'RE AN ANIMAL!,"$1,200 ","The tail of this lizard is easily broken off during an attack, hence its fragile name",a glass lizard,,,
6260,12/2/2011,Double Jeopardy!,"WHAT'S ON ""TAP""?","$1,200 ","The common bond that unites Carole King, the fabric industry & Bayeux",tapestries,,,
6260,12/2/2011,Double Jeopardy!,VICE PRESIDENTS,"$1,200 ",This vice president had the same July 8 birthday as his very wealthy grandfather,Rockefeller,,,
6260,12/2/2011,Double Jeopardy!,NUTRITIONAL SUPPLEMENTS,"$3,400 ","Pregnant women take this, also called vitamin B9, to reduce the risk of birth defects of the brain & spinal cord",folic acid,,,
6260,12/2/2011,Double Jeopardy!,ROCK'S FRONTMEN & WOMEN,"$1,200 ",Ozzy Osbourne,Black Sabbath,,,
6260,12/2/2011,Double Jeopardy!,THE U.S. ARMY CORPS OF ENGINEERS,"$1,200 ","(<a href=""http://www.j-archive.com/media/2011-12-02_DJ_03.jpg"" target=""_blank"">Sarah of the Clue Crew reports from New Orleans, LA.</a>)  These stations that could have shortened the Katrina nightmare by lowering water levels largely failed due to power loss; they're being stormproofed with backup generators",pumping stations,,,
6260,12/2/2011,Double Jeopardy!,YOU'RE AN ANIMAL!,"$1,600 ","Of the 6 living members of the camel family, it's the only one spelled with a tilde",a vicuña,,,
6260,12/2/2011,Double Jeopardy!,"WHAT'S ON ""TAP""?","$1,600 ","The British word for a slingshot is this, an ancient military engine for hurling stones",a catapult,,,
6260,12/2/2011,Double Jeopardy!,VICE PRESIDENTS,"$1,600 ","In 1864, while serving as Lincoln's Vice President, he served 2 months as a cook in the Maine Coast Guard",(Hannibal) Hamlin,,,
6260,12/2/2011,Double Jeopardy!,NUTRITIONAL SUPPLEMENTS,"$1,600 ","If you have an allergy to plants like ragweed, be cautious using this herb often paired with goldenseal to fight colds",Echinacea,,,
6260,12/2/2011,Double Jeopardy!,ROCK'S FRONTMEN & WOMEN,"$1,600 ",Adam Levine,Maroon 5,,,
6260,12/2/2011,Double Jeopardy!,THE U.S. ARMY CORPS OF ENGINEERS,"$1,600 ","One project is the ""Hurricane and Storm Damage Risk Reduction System"", this lake ""and Vicinity""",Lake Pontchartrain,,,
6260,12/2/2011,Double Jeopardy!,YOU'RE AN ANIMAL!,"$2,000 ","Don't complain about this forest-dwelling bird seen <a href=""http://www.j-archive.com/media/2011-12-02_DJ_24.jpg"" target=""_blank"">here</a>",a grouse,,,
6260,12/2/2011,Double Jeopardy!,"WHAT'S ON ""TAP""?","$2,000 ",To place close together for comparison or contrast,to juxtapose,,,
6260,12/2/2011,Double Jeopardy!,NUTRITIONAL SUPPLEMENTS,"$2,000 ","An antioxidant important in our metabolism is Ubiquinone, aka coenzyme (or Co) this letter & number",Q10,,,
6260,12/2/2011,Double Jeopardy!,ROCK'S FRONTMEN & WOMEN,"$2,000 ",Bjork,The Sugarcubes,,,
6260,12/2/2011,Double Jeopardy!,THE U.S. ARMY CORPS OF ENGINEERS,"$2,000 ","(<a href=""http://www.j-archive.com/media/2011-12-02_DJ_05.jpg"" target=""_blank"">Sarah of the Clue Crew reports from New Orleans, LA.</a>)  These structures are being built to withstand 250-mile-per-hour winds, & with the capability to operate canal gates & pumps via satellite; they're called this 4-letter type of room, which will protect the system operators",safe,,,
6260,12/2/2011,Final Jeopardy!,WORD ORIGINS,None,"This word for a friend comes from the Latin for ""with whom you would eat bread""",companion,,,
6161,5/30/2011,Jeopardy!,A NOVEL CATEGORY,$200 ,"Published posthumously, ""Sleeping Murder"" was her last novel to feature miss Jane Marple",Agatha Christie,,,
6161,5/30/2011,Jeopardy!,FILL IN THE SONG TITLE,$200 ,"The 4 Seasons, or Fergie: ""B.G.D.C.""","""Big Girls Don't Cry""",,,
6161,5/30/2011,Jeopardy!,CARBAGE,$200 ,The citation & Corsair were models of this ford failure of the 1950s,the Edsel,,,
6161,5/30/2011,Jeopardy!,BORN & DIED,$200 ,"Born: Feb. 22, 1932, Boston, Massachusetts. Died: Aug. 25, 2009, Hyannis Port, Massachusetts",Ted Kennedy,,,
6161,5/30/2011,Jeopardy!,NO DICE,$200 ,Gingerbread playing tokens pass through the peppermint forest in this game for preschoolers,Candy Land,,,
6161,5/30/2011,Jeopardy!,"5 IN A ""ROW""",$200 ,"They're the first 5 words of the little ditty that ends, ""life is but a dream""","Row, row, row your boat",,,
6161,5/30/2011,Jeopardy!,A NOVEL CATEGORY,$400 ,"Erich Maria Remarque's ""All Quiet on the Western Front"" was originally published in this language",German,,,
6161,5/30/2011,Jeopardy!,FILL IN THE SONG TITLE,$400 ,"Seal: ""K.F.A.R.""","""Kiss From A Rose""",,,
6161,5/30/2011,Jeopardy!,CARBAGE,$400 ,"Time said this 1980s Slavic import ""had the distinct feeling of something assembled at gunpoint""",the Yugo,,,
6161,5/30/2011,Jeopardy!,BORN & DIED,$400 ,"Born: 570, Mecca. Died: June 8, 632, Medina",Muhammad,,,
6161,5/30/2011,Jeopardy!,NO DICE,$400 ,"Shown <a href=""http://www.j-archive.com/media/2011-05-30_J_24.wmv"">here</a> is the creation of the powerful piece called this",the king,,,
6161,5/30/2011,Jeopardy!,"5 IN A ""ROW""",$400 ,It's the groove made in the ground by a plow,a furrow,,,
6161,5/30/2011,Jeopardy!,A NOVEL CATEGORY,$600 ,"This weepy 1970 bestseller begins with the line ""What can you say about a twenty-five-year-old girl who died?""",Love Story,,,
6161,5/30/2011,Jeopardy!,FILL IN THE SONG TITLE,$600 ,"Cheap Trick: "" I.W.Y.T.W.M.""","""I Want You To Want Me""",,,
6161,5/30/2011,Jeopardy!,CARBAGE,$600 ,"The Sierra Club derisively dubbed this gargantuan SUV ""the Ford Valdez""",the Excursion,,,
6161,5/30/2011,Jeopardy!,BORN & DIED,$600 ,"Born: Oct. 2, 1869, Porbandar, India. Died: Jan. 30, 1948, New Delhi, India",Gandhi,,,
6161,5/30/2011,Jeopardy!,NO DICE,$600 ,"The ""hock"" is the last card drawn in this once-popular game, a homophone of an ancient ruler",faro,,,
6161,5/30/2011,Jeopardy!,"5 IN A ""ROW""",$600 ,"As it allows you to take books on loan, a library card is also known as this type of card",a borrowing card,,,
6161,5/30/2011,Jeopardy!,A NOVEL CATEGORY,$800 ,"Oddly, Eric van Lustbader has written more of the Jason Bourne novels than this original author did",Robert Ludlum,,,
6161,5/30/2011,Jeopardy!,FILL IN THE SONG TITLE,$800 ,"Carrie Underwood & her Louisville Slugger: ""B.H.C.""","""Before He Cheats""",,,
6161,5/30/2011,Jeopardy!,CARBAGE,$800 ,"Powered(?) by a 90-hp engine, the 1982 model of this iconic Chevy sports car took 20 seconds to go from zero to 60",the Camaro,,,
6161,5/30/2011,Jeopardy!,BORN & DIED,$500 ,"Born: Nov. 2, 1755, Vienna, Austria. Died: Oct. 16. 1793, Paris, France",Marie Antoinette,,,
6161,5/30/2011,Jeopardy!,NO DICE,$800 ,Shogi is a Japanese variant of this board game but captured pieces can be used by the opponent,chess,,,
6161,5/30/2011,Jeopardy!,"5 IN A ""ROW""",$800 ,"When you're wrong & you admit it, you ""eat"" this bird; now wipe your mouth!",crow,,,
6161,5/30/2011,Jeopardy!,A NOVEL CATEGORY,"$1,000 ","""The Ghost Writer"" & ""Exit Ghost"" are 2 of the novels featuring this author's alter ego Nathan Zuckerman",Phillip Roth,,,
6161,5/30/2011,Jeopardy!,FILL IN THE SONG TITLE,"$1,000 ","The Fray: ""H.T.S.A.L.""","""How To Save A Life""",,,
6161,5/30/2011,Jeopardy!,CARBAGE,"$1,000 ","This model was the infamous focus of Ralph Nader's 1965 expose ""Unsafe At Any Speed""",the Corvair,,,
6161,5/30/2011,Jeopardy!,BORN & DIED,"$1,000 ","Born: June 14, 1928, Rosario, Argentina. Died: Oct. 9, 1967, Bolivia",Che Guevara,,,
6161,5/30/2011,Jeopardy!,NO DICE,"$1,000 ","This Mattel game has 2 decks of cards for ""things"" & ""descriptions"" & your ""thing"" must try to match the ""description""",Apples to Apples,,,
6161,5/30/2011,Jeopardy!,"5 IN A ""ROW""","$1,000 ","TV's Baretta may have had a pet cockatoo, but his theme song was ""Keep Your Eye On"" this","""The Sparrow""",,,
6161,5/30/2011,Double Jeopardy!,LINGUISTICS1,$400 ,"In European languages, this, such as masculine or feminine, is often unpredictable",the gender,,,
6161,5/30/2011,Double Jeopardy!,BEST SUPPORTING ACTRESS OSCAR WINNERS,$400 ,"She had us at ""Cold Mountain""",Renée Zellweger,,,
6161,5/30/2011,Double Jeopardy!,PASS THE VEGGIES,$400 ,"This favorite of Popeye makes an excellent ""wilted"" side dish",spinach,,,
6161,5/30/2011,Double Jeopardy!,"CATCHING A FEW ""Z""s",$400 ,"6-letter word: go to the left, now right, back left, then right again",zigzag,,,
6161,5/30/2011,Double Jeopardy!,PENNSYLVANIA DREAMIN',$400 ,The Pennsylvania state Capitol dome rises 272 feet above this city,Harrisburg,,,
6161,5/30/2011,Double Jeopardy!,ON SUCH A WINTER'S DAY,$400 ,"On Jan. 15, 1827 a man exited an oven (holding an overdone steak!) in a suit of this in a test of its heat resistance",asbestos,,,
6161,5/30/2011,Double Jeopardy!,LINGUISTICS1,$500 ,"It's not just a Louisiana French dialect, but any language that evolves from pidgin speech",Creole,,,
6161,5/30/2011,Double Jeopardy!,BEST SUPPORTING ACTRESS OSCAR WINNERS,$800 ,"No driving over a cliff for her in ""The Accidental Tourist""",Geena Davis,,,
6161,5/30/2011,Double Jeopardy!,PASS THE VEGGIES,$800 ,"Please pass the small, round pearl type of these around; the cream sauce is delicious!",onions,,,
6161,5/30/2011,Double Jeopardy!,"CATCHING A FEW ""Z""s",$800 ,"This rock musician brought his wild, macabre style to his first feature directorial effort, ""House of 1000 Corpses""",Rob Zombie,,,
6161,5/30/2011,Double Jeopardy!,PENNSYLVANIA DREAMIN',$800 ,The western tip of this city's Golden Triangle--where the Ohio River begins--is called the point,Pittsburgh,,,
6161,5/30/2011,Double Jeopardy!,ON SUCH A WINTER'S DAY,$800 ,"On Dec. 27, 1900 she staged her 1st big ""raid"" when she marched on a Wichita saloon & smashed all liquor bottles in reach",Carrie Nation,,,
6161,5/30/2011,Double Jeopardy!,LINGUISTICS1,"$1,200 ","(<a href=""http://www.j-archive.com/media/2011-05-30_DJ_27.jpg"" target=""_blank"">Sarah of the Clue Crew shows a linguistic diagram on the monitor.</a>)  In English, standard word order is SVO, short for this; in Japanese, it's SOV","subject, verb, object",,,
6161,5/30/2011,Double Jeopardy!,BEST SUPPORTING ACTRESS OSCAR WINNERS,"$1,200 ","She won for ""My Cousin Vinny"" & has been nominated 2 other times, as well",Marisa Tomei,,,
